escena_numero;escena_locacion;momento;intencion_dramatica;ritmo;plano_numero;tipo_plano;descripcion_plano;accion_principal;camara_movimiento;sonido_transicion;elementos_necesarios;notas_produccion
42;EXT. MAR / ACANTILADO DEL KARUKINKA;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;42.04;Insert;Insert de grietas, ovejas, armas, sorteos/soortes y fuego para caos fragmentado.;Insert de grietas, ovejas, armas, sorteos/soortes y fuego para caos fragmentado.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave.";"Fogata/fuego FX; Luna/luz plateada; Viento FX; Ovejas; Rifles/armas; Soortes; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
42;EXT. MAR / ACANTILADO DEL KARUKINKA;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;42.05;Plano narrativo;Cerrar cada beat con reacción de Uky o Lola para no perder el corazón de la escena.;Cerrar cada beat con reacción de Uky o Lola para no perder el corazón de la escena.;Cámara funcional al eje dramático;"Viento como voz espiritual y guía; usarlo para transiciones. Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave.";"Luna/luz plateada; Viento FX; Lola; Uky; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
43;EXT. PLAYA DEL KARUKINKA- DÍA;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;43.01;PG / Plano general;Plano general de ubicación para orientar geografía y clima emocional.;Plano general de ubicación para orientar geografía y clima emocional.;Cámara funcional al eje dramático;Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;Sol/luz cálida;"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
43;EXT. PLAYA DEL KARUKINKA- DÍA;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;43.02;Plano narrativo;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Planos medios alternados de diálogo/acción, cuidando eje entre Uky, Lola y acompañantes.;Cámara funcional al eje dramático;Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Sol/luz cálida; Lola; Uky";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
43;EXT. PLAYA DEL KARUKINKA- DÍA;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;43.03;Plano narrativo;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Planos detalle de objetos rituales, pinturas, fuego, huellas o animales como signos dramáticos.;Cámara funcional al eje dramático;Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Fogata/fuego FX; Sol/luz cálida; Pinturas tari";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
43;EXT. PLAYA DEL KARUKINKA- DÍA;DÍA;Avanzar la relación entre personajes y preparar la siguiente variación emocional del viaje.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;43.04;Plano narrativo;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cerrar en reacción emocional o elemento natural que anticipe la escena siguiente.;Cámara funcional al eje dramático;Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;Sol/luz cálida;"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
44;EXT. ESTANCIA DESPEDIDA- DÍA;DÍA;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;44.01;Plano narrativo;Plano de presentación grotesca: composición simétrica de estancia/oficina como territorio de control.;composición simétrica de estancia/oficina como territorio de control.;Cámara funcional al eje dramático;"Ladridos y respiración animal en primer plano para amenaza cercana. Disparos secos, sin heroicidad; cortar ambiente después de impactos graves.";Estancia Despedida;"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
44;EXT. ESTANCIA DESPEDIDA- DÍA;DÍA;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;44.02;PP / Primer plano;PP de comida, grasa, armas y trofeos para asociar apetito con violencia.;PP de comida, grasa, armas y trofeos para asociar apetito con violencia.;Cámara funcional al eje dramático;"Ladridos y respiración animal en primer plano para amenaza cercana. Disparos secos, sin heroicidad; cortar ambiente después de impactos graves.";"Rifles/armas; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
44;EXT. ESTANCIA DESPEDIDA- DÍA;DÍA;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;44.03;Contrapicado;"Contrapicado leve de Maclennan cuando amenaza; Peduzzi en plano más bajo y nervioso.";"Contrapicado leve de Maclennan cuando amenaza; Peduzzi en plano más bajo y nervioso.";Contrapicado, Picado;"Ladridos y respiración animal en primer plano para amenaza cercana. Disparos secos, sin heroicidad; cortar ambiente después de impactos graves.";"Peduzzi; Maclennan; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
44;EXT. ESTANCIA DESPEDIDA- DÍA;DÍA;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;44.04;Insert;Insert de ovejas pintadas como remate cómico antes de subir la amenaza.;Insert de ovejas pintadas como remate cómico antes de subir la amenaza.;Cámara funcional al eje dramático;"Ladridos y respiración animal en primer plano para amenaza cercana. Disparos secos, sin heroicidad; cortar ambiente después de impactos graves.";"Ovejas; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
44;EXT. ESTANCIA DESPEDIDA- DÍA;DÍA;Introducir la amenaza colonial desde la caricatura grotesca hacia la violencia real.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;44.05;Plano narrativo;Corte brusco a chimenea/humo como presagio oscuro.;Corte brusco a chimenea/humo como presagio oscuro.;Cámara funcional al eje dramático;"Ladridos y respiración animal en primer plano para amenaza cercana. Disparos secos, sin heroicidad; cortar ambiente después de impactos graves.";"Humo/ceniza; Estancia Despedida";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
45;EXT. PASTIZAL DEL NORTE;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;45.01;PG / Plano general;"PG del eclipse como reloj dramático; bajar temperatura de color progresivamente.";"PG del eclipse como reloj dramático; bajar temperatura de color progresivamente.";Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave.;Luna/luz plateada;"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
45;EXT. PASTIZAL DEL NORTE;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;45.02;Plano narrativo;Planos amplios de destrucción para escala y planos cortos de Uky/Lola para ancla emocional.;Planos amplios de destrucción para escala y planos cortos de Uky/Lola para ancla emocional.;Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave.;"Luna/luz plateada; Lola; Uky";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
45;EXT. PASTIZAL DEL NORTE;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;45.03;Plano narrativo;"Cámara circular para duelo Sol-Luna; Xalpén orbita, Kotaix sostiene eje vertical.";"Cámara circular para duelo Sol-Luna; Xalpén orbita, Kotaix sostiene eje vertical.";Órbita;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave.;"Luna/luz plateada; Sol/luz cálida; Xalpén; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
45;EXT. PASTIZAL DEL NORTE;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;45.04;Insert;Insert de grietas, ovejas, armas, sorteos/soortes y fuego para caos fragmentado.;Insert de grietas, ovejas, armas, sorteos/soortes y fuego para caos fragmentado.;Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave.;"Fogata/fuego FX; Luna/luz plateada; Ovejas; Rifles/armas; Soortes";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
45;EXT. PASTIZAL DEL NORTE;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;45.05;Plano narrativo;Cerrar cada beat con reacción de Uky o Lola para no perder el corazón de la escena.;Cerrar cada beat con reacción de Uky o Lola para no perder el corazón de la escena.;Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave.;"Luna/luz plateada; Lola; Uky";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
46;EXT. CIELO DEL SUR;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;46.01;PG / Plano general;"PG del eclipse como reloj dramático; bajar temperatura de color progresivamente.";"PG del eclipse como reloj dramático; bajar temperatura de color progresivamente.";Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave.;Luna/luz plateada;"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
46;EXT. CIELO DEL SUR;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;46.02;Plano narrativo;Planos amplios de destrucción para escala y planos cortos de Uky/Lola para ancla emocional.;Planos amplios de destrucción para escala y planos cortos de Uky/Lola para ancla emocional.;Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave.;"Luna/luz plateada; Lola; Uky";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
46;EXT. CIELO DEL SUR;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;46.03;Plano narrativo;"Cámara circular para duelo Sol-Luna; Xalpén orbita, Kotaix sostiene eje vertical.";"Cámara circular para duelo Sol-Luna; Xalpén orbita, Kotaix sostiene eje vertical.";Órbita;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave.;"Luna/luz plateada; Sol/luz cálida; Xalpén; Mar/agua FX";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
46;EXT. CIELO DEL SUR;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;46.04;Insert;Insert de grietas, ovejas, armas, sorteos/soortes y fuego para caos fragmentado.;Insert de grietas, ovejas, armas, sorteos/soortes y fuego para caos fragmentado.;Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave.;"Fogata/fuego FX; Luna/luz plateada; Ovejas; Rifles/armas; Soortes";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
46;EXT. CIELO DEL SUR;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo alto: cortes breves, cámara móvil, respiración y percusión marcadas.;46.05;Plano narrativo;Cerrar cada beat con reacción de Uky o Lola para no perder el corazón de la escena.;Cerrar cada beat con reacción de Uky o Lola para no perder el corazón de la escena.;Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave.;"Luna/luz plateada; Lola; Uky";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
47;EXT. MONTAÑA NEVADA;DÍA;Activar la tentación de poder de Lola: dolor transformado en deseo de venganza.;Ritmo contenido: planos más largos, pausas, respiración y foco en mirada/reacción.;47.01;PG / Plano general;"PG del eclipse como reloj dramático; bajar temperatura de color progresivamente.";"PG del eclipse como reloj dramático; bajar temperatura de color progresivamente.";Cámara funcional al eje dramático;Diseño sonoro lunar: drones, agua, notas cristalinas y presión grave. Diseño solar: resonancias cálidas, bronce/percusión baja, brillo creciente.;"Luna/luz plateada; Sol/luz cálida; Montaña/roqueríos";"Previsualizar en storyboard/animatic; ajustar duración según acting y montaje."
